Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Return_Date,Refund_Amount,Status,Ticket_ID,category,sentiment,urgency,issue_target,top_theme,Date_Logged,complaint_count,Week
100036,2023-11-16,C0063,Accessories,Laptop Sleeve,26.31,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100037,2023-11-16,C0055,Smart Home,NordLock Pro,222.22,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100038,2023-11-16,C0002,Accessories,Phone Case,11.85,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100039,2023-11-16,C0003,Accessories,Accessory Bundle,91.93,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100040,2023-11-16,C0238,Electronics,Laptop X,1653.4,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100041,2023-11-16,C0007,Accessories,Accessory Bundle,96.52,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100042,2023-11-16,C0002,Accessories,Charger,18.8,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100043,2023-11-16,C0002,Electronics,TV Pro,1071.16,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100044,2023-11-16,C0003,Electronics,NoiseCancel Headphones,207.57,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100045,2023-11-17,C0115,Electronics,TV Pro,1532.19,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100046,2023-11-17,C0009,Electronics,TV Pro,1207.25,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100047,2023-11-17,C0006,Smart Home,NordLock Pro,208.67,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100048,2023-11-17,C0068,Electronics,Laptop X,1571.0,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100049,2023-11-17,C0003,Accessories,Laptop Sleeve,22.48,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100050,2023-11-17,C0003,Electronics,Tablet A,336.05,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100051,2023-11-17,C0006,Electronics,Tablet A,740.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100052,2023-11-17,C0003,Accessories,Screen Protector,12.69,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100053,2023-11-17,C0003,Electronics,NoiseCancel Headphones,266.47,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100054,2023-11-17,C0011,Electronics,Laptop X,1798.82,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100055,2023-11-17,C0002,Accessories,Accessory Bundle,94.78,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100056,2023-11-17,C0014,Accessories,Charger,15.88,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100057,2023-11-17,C0061,Electronics,TV Pro,1046.02,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100058,2023-11-17,C0031,Electronics,TV Pro,914.97,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100059,2023-11-17,C0157,Electronics,Tablet A,479.0,1,Paid,,0.0,,T000035,Battery,Negative,Medium,Product,Battery drains fast,2023-11-25,1,2023-11-13
100060,2023-11-17,C0048,Accessories,Phone Case,31.47,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100061,2023-11-17,C0002,Electronics,Laptop X,1598.23,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100062,2023-11-17,C0001,Smart Home,NordLock Pro,221.97,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100063,2023-11-17,C0046,Electronics,TV Pro,1698.27,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100064,2023-11-17,C0012,Accessories,Phone Case,12.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100065,2023-11-17,C0039,Accessories,Phone Case,27.62,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100066,2023-11-17,C0048,Electronics,Laptop X,1460.0,1,Paid,,0.0,,T000287,Technical,Negative,Medium,App,App connectivity issue,2023-12-18,1,2023-11-13
100067,2023-11-17,C0003,Accessories,Wireless Mouse,56.08,1,Paid,2023-11-23,56.08,Processed,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100068,2023-11-17,C0004,Accessories,Accessory Bundle,84.63,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100069,2023-11-17,C0006,Accessories,Phone Case,34.42,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100070,2023-11-17,C0124,Accessories,Accessory Bundle,86.79,1,Paid,,0.0,,T000124,Refund,Negative,Medium,Product,Request refund,2023-12-07,1,2023-11-13
100071,2023-11-17,C0035,Accessories,USB-C Cable,15.0,4,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100072,2023-11-18,C0001,Accessories,Phone Case,25.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100073,2023-11-18,C0001,Smart Home,NordLock Pro,230.39,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100074,2023-11-18,C0129,Smart Home,NordLock Pro,227.1,1,Paid,,0.0,,T000162,Battery,Negative,High,Product,Smart lock battery issue,2023-12-10,1,2023-11-13
100075,2023-11-18,C0022,Accessories,Wireless Mouse,44.32,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100076,2023-11-18,C0007,Electronics,Laptop X,1388.82,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100077,2023-11-18,C0004,Accessories,Wireless Mouse,57.3,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100078,2023-11-18,C0007,Electronics,Tablet A,527.12,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100079,2023-11-18,C0011,Accessories,Laptop Sleeve,44.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100080,2023-11-18,C0002,Accessories,Accessory Bundle,35.86,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100081,2023-11-18,C0091,Electronics,Tablet A,372.51,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100082,2023-11-18,C0001,Electronics,Laptop X,1457.02,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100083,2023-11-18,C0002,Smart Home,NordLock Pro,215.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100084,2023-11-18,C0001,Accessories,Wireless Mouse,56.31,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100085,2023-11-18,C0020,Accessories,Charger,41.8,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100086,2023-11-18,C0001,Electronics,TV Pro,1344.25,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100087,2023-11-18,C0002,Accessories,Accessory Bundle,32.79,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100088,2023-11-18,C0027,Accessories,Charger,20.2,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100089,2023-11-18,C0002,Accessories,Screen Protector,12.91,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100090,2023-11-18,C0003,Electronics,Smartphone Z,717.75,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100091,2023-11-18,C0001,Accessories,Laptop Sleeve,16.45,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100092,2023-11-18,C0001,Electronics,TV Pro,1163.06,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100093,2023-11-18,C0004,Electronics,Smartphone Z,894.13,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100094,2023-11-18,C0076,Accessories,Charger,28.32,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100095,2023-11-18,C0028,Accessories,Phone Case,27.74,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100096,2023-11-18,C0001,Electronics,NoiseCancel Headphones,166.52,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100097,2023-11-19,C0001,Smart Home,NordLock Pro,188.62,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100098,2023-11-19,C0019,Electronics,TV Pro,1165.07,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100099,2023-11-19,C0001,Electronics,TV Pro,852.78,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100100,2023-11-19,C0143,Accessories,Charger,21.14,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100101,2023-11-19,C0001,Accessories,Accessory Bundle,49.17,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100102,2023-11-19,C0010,Accessories,Laptop Sleeve,24.31,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100103,2023-11-19,C0005,Electronics,Tablet A,647.19,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100104,2023-11-19,C0004,Electronics,Laptop X,1568.65,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100105,2023-11-19,C0056,Smart Home,NordCam Mini,82.4,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100106,2023-11-19,C0020,Accessories,USB-C Cable,14.99,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100107,2023-11-19,C0001,Accessories,Accessory Bundle,57.24,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100108,2023-11-19,C0008,Smart Home,NordPlug,22.9,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100109,2023-11-19,C0001,Electronics,NoiseCancel Headphones,174.17,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100110,2023-11-19,C0001,Electronics,Smartphone Z,1007.22,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100111,2023-11-19,C0188,Electronics,NoiseCancel Headphones,298.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100112,2023-11-19,C0042,Smart Home,NordLock Pro,194.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100113,2023-11-19,C0003,Accessories,Laptop Sleeve,36.03,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100114,2023-11-19,C0148,Electronics,Tablet A,457.81,1,Paid,,0.0,,T000003,Technical,Negative,High,Product,Product malfunction,2023-11-21,1,2023-11-13
100115,2023-11-19,C0005,Accessories,Screen Protector,9.78,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100116,2023-11-19,C0009,Electronics,Smartphone Z,1065.43,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100117,2023-11-19,C0001,Electronics,Laptop X,1769.87,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100118,2023-11-19,C0068,Accessories,Laptop Sleeve,38.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100119,2023-11-19,C0001,Accessories,Accessory Bundle,27.0,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100120,2023-11-19,C0138,Electronics,Tablet A,374.99,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100121,2023-11-19,C0113,Smart Home,NordPlug,23.36,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-13
100122,2023-11-20,C0113,Accessories,Phone Case,33.56,1,Paid,,0.0,,T000110,Battery,Negative,Medium,Product,Battery drains quickly,2023-12-05,1,2023-11-20
100123,2023-11-20,C0314,Accessories,Laptop Sleeve,33.17,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100124,2023-11-20,C0004,Electronics,NoiseCancel Headphones,233.73,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100125,2023-11-20,C0001,Accessories,Accessory Bundle,52.5,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100126,2023-11-20,C0023,Electronics,Tablet A,511.14,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100127,2023-11-20,C0064,Accessories,Charger,21.16,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100128,2023-11-20,C0120,Accessories,Phone Case,33.65,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100129,2023-11-20,C0051,Smart Home,NordLock Pro,227.25,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100130,2023-11-20,C0271,Electronics,Laptop X,1394.09,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100131,2023-11-20,C0004,Accessories,Screen Protector,12.93,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100132,2023-11-20,C0001,Electronics,Laptop X,1612.31,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100133,2023-11-20,C0001,Accessories,USB-C Cable,17.22,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100134,2023-11-20,C0001,Electronics,Smartphone Z,970.64,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100135,2023-11-20,C0098,Electronics,Laptop X,1417.96,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100136,2023-11-20,C0256,Smart Home,NordTherm,85.0,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100137,2023-11-20,C0001,Electronics,NoiseCancel Headphones,260.84,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100138,2023-11-20,C0001,Accessories,Wireless Mouse,59.52,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100139,2023-11-21,C0198,Electronics,Smartphone Z,798.87,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100140,2023-11-21,C0199,Smart Home,NordLock Pro,222.11,1,Paid,2023-11-25,222.11,Processed,T000212,"Battery, Delivery, Technical",Negative,Critical,"App, Product, Service",App connection failure | Battery drains quickly | Battery drains fast | Order delay,2023-12-13,4,2023-11-20
100141,2023-11-21,C0007,Accessories,Phone Case,21.83,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100142,2023-11-21,C0004,Electronics,Tablet A,599.07,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100143,2023-11-21,C0002,Accessories,USB-C Cable,7.06,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100144,2023-11-21,C0001,Accessories,Laptop Sleeve,31.36,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100145,2023-11-21,C0170,Accessories,Charger,30.35,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100146,2023-11-21,C0001,Accessories,Screen Protector,12.09,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100147,2023-11-21,C0006,Electronics,TV Pro,1399.86,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100148,2023-11-21,C0001,Electronics,Smartphone Z,935.86,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100149,2023-11-21,C0001,Electronics,Tablet A,475.44,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100150,2023-11-21,C0002,Electronics,NoiseCancel Headphones,227.04,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100151,2023-11-21,C0002,Electronics,Smartphone Z,752.21,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100152,2023-11-21,C0056,Accessories,Laptop Sleeve,17.51,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100153,2023-11-21,C0106,Electronics,Laptop X,1426.23,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100154,2023-11-21,C0014,Accessories,Accessory Bundle,46.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100155,2023-11-21,C0003,Electronics,TV Pro,1019.81,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100156,2023-11-21,C0003,Electronics,TV Pro,1131.22,1,Failed,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100157,2023-11-21,C0027,Electronics,Smartphone Z,724.21,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100158,2023-11-21,C0228,Smart Home,NordCam Mini,93.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100159,2023-11-21,C0012,Electronics,Tablet A,394.06,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100160,2023-11-21,C0001,Accessories,Screen Protector,13.38,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100161,2023-11-21,C0318,Electronics,Smartphone Z,784.6,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100162,2023-11-22,C0081,Electronics,TV Pro,1615.87,1,Paid,,0.0,,T000217,"Delivery, Technical",Negative,Medium,"App, Service",App connection issue | Delivery delay,2023-12-13,2,2023-11-20
100163,2023-11-22,C0004,Accessories,Screen Protector,10.08,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100164,2023-11-22,C0015,Electronics,Smartphone Z,845.23,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100165,2023-11-22,C0001,Electronics,Smartphone Z,709.38,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100166,2023-11-22,C0203,Accessories,USB-C Cable,16.3,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100167,2023-11-22,C0001,Electronics,Tablet A,499.07,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100168,2023-11-22,C0021,Accessories,USB-C Cable,7.78,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100169,2023-11-22,C0006,Electronics,NoiseCancel Headphones,333.41,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100170,2023-11-22,C0199,Electronics,TV Pro,1050.2,1,Failed,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100171,2023-11-22,C0090,Accessories,Charger,26.56,4,Paid,,0.0,,T000236,Battery,Negative,Medium,Product,Battery drains quickly,2023-12-15,1,2023-11-20
100172,2023-11-22,C0007,Accessories,Laptop Sleeve,39.84,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100173,2023-11-22,C0008,Electronics,Smartphone Z,1043.81,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100174,2023-11-22,C0001,Smart Home,NordLock Pro,215.47,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100175,2023-11-22,C0002,Accessories,Laptop Sleeve,27.74,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100176,2023-11-22,C0007,Electronics,NoiseCancel Headphones,150.25,1,Failed,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100177,2023-11-22,C0002,Electronics,NoiseCancel Headphones,309.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100178,2023-11-22,C0025,Electronics,NoiseCancel Headphones,252.35,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100179,2023-11-22,C0004,Electronics,Laptop X,1755.32,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100180,2023-11-22,C0006,Electronics,NoiseCancel Headphones,228.54,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100181,2023-11-22,C0001,Electronics,NoiseCancel Headphones,185.9,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100182,2023-11-22,C0001,Electronics,TV Pro,963.13,1,Failed,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100183,2023-11-22,C0094,Smart Home,NordLock Pro,203.33,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100184,2023-11-22,C0028,Smart Home,NordLock Pro,210.27,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100185,2023-11-22,C0001,Smart Home,NordTherm,127.55,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100186,2023-11-22,C0041,Electronics,NoiseCancel Headphones,191.23,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
